,future,Au_TD,diff,ytm
22:41,405.3,400.75,4.55,2.573978
22:42,405.3,400.75,4.55,2.573978
22:43,405.24,400.7,4.54,2.568642
22:44,405.22,400.67,4.55,2.574492
22:45,405.3,400.73,4.57,2.585421
22:46,405.22,400.53,4.69,2.654635
22:47,405.04,400.4,4.64,2.627186
22:48,404.7,400.2,4.5,2.549191
22:49,404.72,400.21,4.51,2.554792
22:50,404.58,400.12,4.46,2.527037
22:51,404.92,400.45,4.47,2.530616
22:52,405.0,400.5,4.5,2.547282
22:53,405.02,400.54,4.48,2.535707
22:54,405.14,400.5,4.64,2.626531
22:55,405.0,400.61,4.39,2.484333
22:56,405.2,400.7,4.5,2.54601
22:57,405.14,400.68,4.46,2.523505
22:58,405.24,400.6,4.64,2.625875
22:59,405.16,400.4,4.76,2.695131
23:00,404.46,400.13,4.33,2.453318
23:01,403.8,399.46,4.34,2.463108
23:02,404.2,399.9,4.3,2.437721
23:03,404.12,399.93,4.19,2.375183
23:04,404.28,399.99,4.29,2.431505
23:05,404.22,399.81,4.41,2.500644
23:06,404.26,399.7,4.56,2.586412
23:07,404.14,399.69,4.45,2.524083
23:08,404.24,399.7,4.54,2.575068
23:09,404.1,399.65,4.45,2.524336
23:10,404.1,399.69,4.41,2.501395
23:11,404.08,399.79,4.29,2.432721
23:12,404.1,399.73,4.37,2.478459
23:13,404.18,399.7,4.48,2.541036
23:14,403.96,399.6,4.36,2.473592
23:15,404.04,399.65,4.39,2.4903
23:16,404.12,399.86,4.26,2.415286
23:17,404.04,399.7,4.34,2.461629
23:18,404.52,400.03,4.49,2.544607
23:19,404.4,400.0,4.4,2.493789
23:20,404.46,400.05,4.41,2.499144
23:21,404.72,,,
23:22,404.64,400.38,4.26,2.412149
23:23,404.68,400.38,4.3,2.434799
23:24,404.82,400.45,4.37,2.474002
23:25,404.9,400.49,4.41,2.496398
23:26,405.22,400.85,4.37,2.471534
23:27,405.16,400.83,4.33,2.449033
23:28,405.14,400.83,4.31,2.437721
23:29,405.04,400.75,4.29,2.426894
23:30,404.94,400.75,4.19,2.370323
23:31,404.92,400.5,4.42,2.501997
23:32,404.92,400.5,4.42,2.501997
23:33,405.1,400.84,4.26,2.409381
23:34,404.76,400.6,4.16,2.354233
23:35,404.9,400.57,4.33,2.450623
23:36,405.1,400.6,4.5,2.546646
23:37,405.22,400.84,4.38,2.477251
23:38,405.2,400.84,4.36,2.46594
23:39,405.14,400.75,4.39,2.483465
23:40,405.3,400.9,4.4,2.48819
23:41,405.32,400.95,4.37,2.470917
23:42,405.22,401.06,4.16,2.351532
23:43,405.02,400.57,4.45,2.518538
23:44,404.94,400.55,4.39,2.484705
23:45,404.98,400.53,4.45,2.51879
23:46,405.02,400.53,4.49,2.541431
23:47,405.0,400.45,4.55,2.575906
23:48,405.1,400.45,4.65,2.63252
23:49,405.06,400.75,4.31,2.438208
23:50,405.22,400.75,4.47,2.528721
23:51,405.1,400.75,4.35,2.460836
23:52,404.94,400.6,4.34,2.456098
23:53,404.98,400.6,4.38,2.478735
23:54,404.94,400.59,4.35,2.461819
23:55,405.06,400.65,4.41,2.495401
23:56,404.98,400.65,4.33,2.450133
23:57,404.8,400.48,4.32,2.445513
23:58,404.86,400.47,4.39,2.485201
23:59,404.7,400.24,4.46,2.526279
00:00,404.66,400.22,4.44,2.515076
00:01,404.8,400.31,4.49,2.542827
00:02,404.84,400.55,4.29,2.428105
00:03,404.9,400.55,4.35,2.462065
00:04,405.16,400.7,4.46,2.523379
00:05,404.92,400.7,4.22,2.387592
00:06,404.74,400.66,4.08,2.308613
00:07,404.88,400.66,4.22,2.38783
00:08,404.94,400.35,4.59,2.599201
00:09,405.0,400.35,4.65,2.633177
00:10,405.04,400.35,4.69,2.655828
00:11,405.0,400.64,4.36,2.467171
00:12,405.14,400.7,4.44,2.512064
00:13,405.16,400.75,4.41,2.494779
00:14,405.24,400.8,4.44,2.511437
00:15,405.2,400.74,4.46,2.523127
00:16,405.1,400.73,4.37,2.472274
00:17,405.22,400.85,4.37,2.471534
00:18,405.4,400.83,4.57,2.584776
00:19,405.34,400.94,4.4,2.487942
00:20,405.28,400.87,4.41,2.494032
00:21,405.42,400.9,4.52,2.55605
00:22,405.56,400.98,4.58,2.589463
00:23,405.42,400.99,4.43,2.504593
00:24,405.4,400.91,4.49,2.539022
00:25,405.26,400.9,4.36,2.46557
00:26,405.36,400.9,4.46,2.52212
00:27,405.42,400.98,4.44,2.510309
00:28,405.42,400.93,4.49,2.538895
00:29,405.34,400.96,4.38,2.47651
00:30,405.42,400.98,4.44,2.510309
00:31,405.4,400.94,4.46,2.521869
00:32,405.48,401.0,4.48,2.532798
00:33,405.5,401.06,4.44,2.509809
00:34,405.48,400.95,4.53,2.561386
00:35,405.38,401.0,4.38,2.476263
00:36,405.38,400.86,4.52,2.556305
00:37,405.42,400.86,4.56,2.578927
00:38,405.44,400.86,4.58,2.590238
00:39,405.42,400.86,4.56,2.578927
00:40,405.36,400.9,4.46,2.52212
00:41,405.36,400.9,4.46,2.52212
00:42,405.46,401.0,4.46,2.521491
00:43,405.5,401.0,4.5,2.544106
00:44,405.4,400.91,4.49,2.539022
00:45,405.64,401.1,4.54,2.56608
00:46,405.64,401.1,4.54,2.56608
00:47,405.58,401.09,4.49,2.537882
00:48,405.7,401.08,4.62,2.611427
00:49,405.7,401.1,4.6,2.599993
00:50,405.56,401.02,4.54,2.566592
00:51,405.72,401.15,4.57,2.582714
00:52,405.74,401.16,4.58,2.588301
00:53,405.66,401.08,4.58,2.588818
00:54,405.82,401.3,4.52,2.553502
00:55,405.94,401.38,4.56,2.575586
00:56,405.76,401.4,4.36,2.462499
00:57,405.76,401.4,4.36,2.462499
00:58,405.86,401.27,4.59,2.593242
00:59,405.94,401.32,4.62,2.609866
01:00,405.96,401.35,4.61,2.604022
01:01,405.92,401.44,4.48,2.530022
01:02,406.02,401.42,4.6,2.59792
01:03,405.84,401.3,4.54,2.564801
01:04,405.9,401.41,4.49,2.535859
01:05,405.9,401.41,4.49,2.535859
01:06,405.8,401.26,4.54,2.565057
01:07,405.72,401.19,4.53,2.559853
01:08,405.74,401.19,4.55,2.571155
01:09,405.82,401.27,4.55,2.570643
01:10,405.92,401.31,4.61,2.604282
01:11,405.86,401.26,4.6,2.598956
01:12,405.9,401.43,4.47,2.524438
01:13,405.8,401.25,4.55,2.570771
01:14,405.62,401.25,4.37,2.46907
01:15,405.56,401.03,4.53,2.560875
01:16,405.56,401.03,4.53,2.560875
01:17,405.46,401.03,4.43,2.504343
01:18,405.34,401.03,4.31,2.436506
01:19,405.46,401.03,4.43,2.504343
01:20,405.54,400.95,4.59,2.595311
01:21,405.52,400.95,4.57,2.584003
01:22,405.48,400.95,4.53,2.561386
01:23,405.4,400.87,4.53,2.561897
01:24,405.36,400.87,4.49,2.539275
01:25,405.46,400.87,4.59,2.595829
01:26,405.56,400.95,4.61,2.60662
01:27,405.56,401.07,4.49,2.538009
01:28,405.64,401.11,4.53,2.560364
01:29,405.68,401.11,4.57,2.582972
01:30,405.62,401.08,4.54,2.566208
01:31,405.58,401.15,4.43,2.503594
01:32,405.44,400.99,4.45,2.5159
01:33,405.5,401.04,4.46,2.52124
01:34,405.42,400.88,4.54,2.567488
01:35,405.38,400.9,4.48,2.53343
01:36,405.32,400.76,4.56,2.579571
01:37,405.32,400.76,4.56,2.579571
01:38,405.46,401.01,4.45,2.515775
01:39,405.54,401.02,4.52,2.555285
01:40,405.52,400.87,4.65,2.629762
01:41,405.5,400.87,4.63,2.618451
01:42,405.56,400.87,4.69,2.652383
01:43,405.56,401.04,4.52,2.555158
01:44,405.56,400.95,4.61,2.60662
01:45,405.58,400.95,4.63,2.617928
01:46,405.62,400.95,4.67,2.640545
01:47,405.56,400.95,4.61,2.60662
01:48,405.56,400.95,4.61,2.60662
01:49,405.54,400.95,4.59,2.595311
01:50,405.46,400.95,4.51,2.550077
01:51,405.38,400.95,4.43,2.504843
01:52,405.22,400.95,4.27,2.414375
01:53,405.32,400.95,4.37,2.470917
01:54,405.22,400.95,4.27,2.414375
01:55,405.22,400.95,4.27,2.414375
01:56,405.34,400.95,4.39,2.482226
01:57,405.34,400.78,4.56,2.579442
01:58,405.44,400.78,4.66,2.636009
01:59,405.44,400.74,4.7,2.658901
02:00,405.54,400.95,4.59,2.595311
02:01,405.4,400.95,4.45,2.516151
02:02,405.36,400.86,4.5,2.544994
02:03,405.48,400.86,4.62,2.612861
02:04,405.46,400.99,4.47,2.527208
02:05,405.52,400.99,4.53,2.56113
02:06,405.56,400.88,4.68,2.646662
02:07,405.58,400.92,4.66,2.635088
02:08,405.48,400.88,4.6,2.60142
02:09,405.52,401.06,4.46,2.521114
02:10,405.64,401.06,4.58,2.588947
02:11,405.52,401.06,4.46,2.521114
02:12,405.66,401.09,4.57,2.583101
02:13,405.68,401.09,4.59,2.594405
02:14,405.68,401.09,4.59,2.594405
02:15,405.84,401.33,4.51,2.547663
02:16,405.76,401.38,4.38,2.473918
02:17,405.76,401.35,4.41,2.491049
02:18,405.8,401.35,4.45,2.513644
02:19,405.82,401.18,4.64,2.622079
02:20,405.66,401.33,4.33,2.445982
02:21,405.76,401.18,4.58,2.588172
02:22,405.76,401.18,4.58,2.588172
02:23,405.64,401.26,4.38,2.474658
02:24,405.6,401.1,4.5,2.543471
02:25,405.56,400.91,4.65,2.629499
02:26,405.52,400.91,4.61,2.60688
02:27,405.56,401.0,4.56,2.578027
02:28,405.58,401.0,4.58,2.589334
02:29,405.8,401.3,4.5,2.542204
02:30,,401.3,,
09:00,406.0,401.48,4.52,2.552358
09:01,406.22,401.55,4.67,2.6366
09:02,406.16,401.6,4.56,2.574175
09:03,405.98,401.49,4.49,2.535354
09:04,406.38,401.75,4.63,2.612715
09:05,406.1,401.6,4.5,2.540305
09:06,406.06,401.6,4.46,2.517724
09:07,405.86,401.5,4.36,2.461886
09:08,405.9,401.54,4.36,2.461641
09:09,405.72,401.3,4.42,2.497009
09:10,405.82,401.44,4.38,2.473549
09:11,405.66,401.23,4.43,2.503095
09:12,405.68,401.28,4.4,2.485834
09:13,405.78,401.39,4.39,2.479505
09:14,405.68,401.2,4.48,2.531536
09:15,405.5,401.1,4.4,2.48695
09:16,405.06,400.65,4.41,2.495401
09:17,405.26,400.81,4.45,2.51703
09:18,405.1,400.7,4.4,2.489432
09:19,405.12,400.7,4.42,2.500748
09:20,405.16,400.65,4.51,2.551987
09:21,405.08,400.65,4.43,2.506719
09:22,405.06,400.61,4.45,2.518287
09:23,405.18,400.82,4.36,2.466063
09:24,405.24,400.8,4.44,2.511437
09:25,405.3,400.81,4.49,2.539655
09:26,405.24,400.76,4.48,2.534315
09:27,405.2,400.75,4.45,2.517407
09:28,405.28,400.8,4.48,2.534062
09:29,405.42,401.0,4.42,2.498877
09:30,405.5,401.0,4.5,2.544106
09:31,405.76,401.24,4.52,2.553884
09:32,405.9,401.4,4.5,2.54157
09:33,406.02,401.45,4.57,2.580784
09:34,405.88,401.5,4.38,2.473179
09:35,405.74,401.35,4.39,2.479752
09:36,405.84,401.45,4.39,2.479134
09:37,405.54,401.15,4.39,2.480988
09:38,405.56,401.2,4.36,2.463727
09:39,405.44,401.1,4.34,2.453037
09:40,405.5,401.1,4.4,2.48695
09:41,405.6,401.18,4.42,2.497756
09:42,405.56,401.15,4.41,2.492291
09:43,405.5,401.1,4.4,2.48695
09:44,405.44,401.1,4.34,2.453037
09:45,405.46,401.0,4.46,2.521491
09:46,405.44,401.0,4.44,2.510184
09:47,405.44,401.1,4.34,2.453037
09:48,405.6,401.23,4.37,2.469193
09:49,405.46,401.15,4.31,2.435777
09:50,405.42,401.08,4.34,2.453159
09:51,405.44,401.09,4.35,2.45875
09:52,405.54,401.17,4.37,2.469562
09:53,405.54,401.19,4.35,2.458137
09:54,405.56,401.24,4.32,2.44088
09:55,405.48,401.13,4.35,2.458505
09:56,405.44,401.01,4.43,2.504468
09:57,405.48,401.1,4.38,2.475645
09:58,405.46,401.05,4.41,2.492913
09:59,405.36,401.02,4.34,2.453526
10:00,405.26,400.9,4.36,2.46557
10:01,405.44,401.1,4.34,2.453037
10:02,405.5,401.14,4.36,2.464095
10:03,405.52,401.2,4.32,2.441124
10:04,405.48,401.14,4.34,2.452792
10:05,405.4,401.06,4.34,2.453281
10:06,405.4,401.05,4.35,2.458995
10:07,405.42,401.01,4.41,2.493161
10:08,405.46,401.1,4.36,2.464341
10:09,405.46,401.05,4.41,2.492913
10:10,405.48,401.12,4.36,2.464218
10:11,405.4,401.1,4.3,2.430428
10:12,405.5,401.1,4.4,2.48695
10:13,405.42,401.1,4.32,2.441732
10:14,405.38,401.07,4.31,2.436263
10:15,405.38,401.21,4.17,2.356304
10:16,,401.1,,
10:17,,401.15,,
10:18,,401.2,,
10:19,,401.2,,
10:20,,401.2,,
10:21,,401.2,,
10:22,,401.39,,
10:23,,401.4,,
10:24,,401.25,,
10:25,,401.25,,
10:26,,401.34,,
10:27,,401.25,,
10:28,,401.22,,
10:29,,401.22,,
10:30,405.6,401.23,4.37,2.469193
10:31,405.68,401.27,4.41,2.491546
10:32,405.82,401.4,4.42,2.496387
10:33,405.78,401.3,4.48,2.530905
10:34,405.76,401.35,4.41,2.491049
10:35,405.8,401.35,4.45,2.513644
10:36,405.78,401.36,4.42,2.496636
10:37,405.8,401.3,4.5,2.542204
10:38,405.8,401.44,4.36,2.462254
10:39,405.84,401.4,4.44,2.507683
10:40,405.86,401.41,4.45,2.513268
10:41,405.8,401.35,4.45,2.513644
10:42,405.78,401.35,4.43,2.502347
10:43,405.76,401.35,4.41,2.491049
10:44,405.74,401.33,4.41,2.491173
10:45,405.78,401.33,4.45,2.513769
10:46,405.76,401.35,4.41,2.491049
10:47,405.74,401.35,4.39,2.479752
10:48,405.82,401.35,4.47,2.524941
10:49,405.88,401.4,4.48,2.530274
10:50,405.94,401.48,4.46,2.518477
10:51,405.98,401.56,4.42,2.495392
10:52,405.94,401.5,4.44,2.507058
10:53,405.8,401.35,4.45,2.513644
10:54,405.66,401.2,4.46,2.520234
10:55,405.24,400.85,4.39,2.482845
10:56,405.06,400.6,4.46,2.524009
10:57,404.62,400.31,4.31,2.440888
10:58,404.96,400.7,4.26,2.410223
10:59,404.9,400.58,4.32,2.444902
11:00,404.68,400.35,4.33,2.451969
11:01,404.8,400.48,4.32,2.445513
11:02,404.76,400.35,4.41,2.497271
11:03,404.84,400.44,4.4,2.491049
11:04,404.7,400.4,4.3,2.434677
11:05,404.74,400.4,4.34,2.457325
11:06,404.64,400.3,4.34,2.457939
11:07,404.76,400.3,4.46,2.525901
11:08,404.74,400.48,4.26,2.411547
11:09,404.9,400.5,4.4,2.490675
11:10,404.94,400.67,4.27,2.416062
11:11,404.9,400.6,4.3,2.433462
11:12,404.92,400.6,4.32,2.44478
11:13,404.84,400.54,4.3,2.433826
11:14,404.98,400.58,4.4,2.490178
11:15,404.94,400.55,4.39,2.484705
11:16,405.02,400.6,4.42,2.501372
11:17,405.16,400.9,4.26,2.409021
11:18,405.24,400.95,4.29,2.425683
11:19,405.34,400.82,4.52,2.55656
11:20,405.44,401.12,4.32,2.441611
11:21,405.18,401.0,4.18,2.363191
11:22,405.24,400.82,4.42,2.499999
11:23,405.32,401.0,4.32,2.442341
11:24,405.26,400.85,4.41,2.494156
11:25,405.18,400.75,4.43,2.506093
11:26,405.08,400.75,4.33,2.449522
11:27,405.02,400.62,4.4,2.489929
11:28,404.86,400.5,4.36,2.468033
11:29,404.78,400.35,4.43,2.508597
11:30,404.78,400.4,4.38,2.479973
11:31,,400.31,,
11:32,,400.35,,
11:33,,400.42,,
11:34,,400.42,,
11:35,,400.58,,
11:36,,400.45,,
11:37,,400.45,,
11:38,,400.58,,
11:39,,400.58,,
11:40,,400.58,,
11:41,,400.45,,
11:42,,400.42,,
11:43,,400.42,,
11:44,,400.5,,
11:45,,400.42,,
11:46,,400.42,,
11:47,,400.42,,
11:48,,400.36,,
11:49,,400.35,,
11:50,,400.35,,
11:51,,400.35,,
11:52,,400.35,,
11:53,,400.35,,
11:54,,400.29,,
11:55,,400.29,,
11:56,,400.29,,
11:57,,400.29,,
11:58,,400.29,,
11:59,,400.18,,
12:00,,400.15,,
12:01,,400.27,,
12:02,,400.12,,
12:03,,400.09,,
12:04,,400.15,,
12:05,,400.08,,
12:06,,400.08,,
12:07,,400.02,,
12:08,,400.08,,
12:09,,400.09,,
12:10,,400.09,,
12:11,,400.09,,
12:12,,400.14,,
12:13,,400.02,,
12:14,,400.0,,
12:15,,400.0,,
12:16,,400.0,,
12:17,,400.09,,
12:18,,400.3,,
12:19,,400.15,,
12:20,,400.15,,
12:21,,400.25,,
12:22,,400.3,,
12:23,,400.4,,
12:24,,400.51,,
12:25,,400.52,,
12:26,,400.55,,
12:27,,400.55,,
12:28,,400.73,,
12:29,,400.5,,
12:30,,400.5,,
12:31,,400.8,,
12:32,,400.67,,
12:33,,400.67,,
12:34,,400.5,,
12:35,,400.5,,
12:36,,400.5,,
12:37,,400.5,,
12:38,,400.5,,
12:39,,400.5,,
12:40,,400.4,,
12:41,,400.4,,
12:42,,400.4,,
12:43,,400.4,,
12:44,,400.39,,
12:45,,400.39,,
12:46,,400.39,,
12:47,,400.25,,
12:48,,400.25,,
12:49,,400.4,,
12:50,,400.25,,
12:51,,400.25,,
12:52,,400.25,,
12:53,,400.4,,
12:54,,400.4,,
12:55,,400.4,,
12:56,,400.02,,
12:57,,400.02,,
12:58,,400.35,,
12:59,,400.3,,
13:00,,400.3,,
13:01,,400.3,,
13:02,,400.3,,
13:03,,400.4,,
13:04,,400.45,,
13:05,,400.54,,
13:06,,400.54,,
13:07,,400.31,,
13:08,,400.31,,
13:09,,400.31,,
13:10,,400.31,,
13:11,,400.31,,
13:12,,400.31,,
13:13,,400.31,,
13:14,,400.31,,
13:15,,400.31,,
13:16,,400.44,,
13:17,,400.43,,
13:18,,400.59,,
13:19,,400.59,,
13:20,,400.59,,
13:21,,400.59,,
13:22,,400.59,,
13:23,,400.59,,
13:24,,400.5,,
13:25,,400.5,,
13:26,,400.42,,
13:27,,400.4,,
13:28,,400.3,,
13:29,,400.26,,
13:30,404.52,400.17,4.35,2.464403
13:31,404.34,399.99,4.35,2.465512
13:32,404.32,400.07,4.25,2.408352
13:33,404.28,400.0,4.28,2.425776
13:34,404.54,400.15,4.39,2.487188
13:35,404.6,400.3,4.3,2.435285
13:36,404.74,400.49,4.25,2.405826
13:37,404.84,400.56,4.28,2.422385
13:38,404.9,400.56,4.34,2.456344
13:39,404.92,400.55,4.37,2.473385
13:40,404.98,400.63,4.35,2.461573
13:41,405.02,400.69,4.33,2.449889
13:42,405.04,400.69,4.35,2.461205
13:43,405.02,400.68,4.34,2.455608
13:44,405.1,400.75,4.35,2.460836
13:45,405.06,400.7,4.36,2.466801
13:46,405.02,400.67,4.35,2.461328
13:47,405.04,400.63,4.41,2.495526
13:48,405.04,400.66,4.38,2.478364
13:49,405.06,400.66,4.4,2.489681
13:50,405.02,400.65,4.37,2.472767
13:51,405.06,400.7,4.36,2.466801
13:52,405.06,400.71,4.35,2.461082
13:53,405.04,400.68,4.36,2.466924
13:54,405.02,400.7,4.32,2.44417
13:55,405.0,400.6,4.4,2.490054
13:56,405.0,400.61,4.39,2.484333
13:57,405.0,400.6,4.4,2.490054
13:58,405.0,400.65,4.35,2.46145
13:59,404.94,400.55,4.39,2.484705
14:00,405.08,400.65,4.43,2.506719
14:01,405.0,400.65,4.35,2.46145
14:02,404.96,400.62,4.34,2.455976
14:03,404.92,400.6,4.32,2.44478
14:04,404.86,400.54,4.32,2.445146
14:05,404.98,400.65,4.33,2.450133
14:06,404.94,400.58,4.36,2.46754
14:07,404.96,400.6,4.36,2.467417
14:08,404.96,400.6,4.36,2.467417
14:09,404.96,400.7,4.26,2.410223
14:10,405.0,400.59,4.41,2.495775
14:11,404.96,400.68,4.28,2.42166
14:12,405.06,400.72,4.34,2.455363
14:13,405.02,400.67,4.35,2.461328
14:14,405.04,400.7,4.34,2.455486
14:15,405.04,400.71,4.33,2.449767
14:16,405.02,400.75,4.27,2.415579
14:17,405.06,400.7,4.36,2.466801
14:18,405.0,400.65,4.35,2.46145
14:19,405.0,400.67,4.33,2.450011
14:20,404.96,400.65,4.31,2.438816
14:21,404.92,400.6,4.32,2.44478
14:22,404.94,400.61,4.33,2.450378
14:23,404.82,400.53,4.29,2.428227
14:24,404.68,400.3,4.38,2.480593
14:25,404.62,400.3,4.32,2.446612
14:26,404.58,400.3,4.28,2.423958
14:27,404.54,400.21,4.33,2.452827
14:28,404.44,400.15,4.29,2.430533
14:29,404.54,400.29,4.25,2.407028
14:30,404.54,400.35,4.19,2.372691
14:31,404.64,400.3,4.34,2.457939
14:32,404.62,400.27,4.35,2.463787
14:33,404.6,400.4,4.2,2.378057
14:34,404.6,400.4,4.2,2.378057
14:35,404.6,400.4,4.2,2.378057
14:36,404.66,,,
14:37,404.66,400.35,4.31,2.440644
14:38,404.56,400.3,4.26,2.412632
14:39,404.56,400.27,4.29,2.429804
14:40,404.6,400.32,4.28,2.423837
14:41,404.68,400.4,4.28,2.423353
14:42,404.7,400.49,4.21,2.383183
14:43,404.72,400.45,4.27,2.417389
14:44,404.7,400.4,4.3,2.434677
14:45,404.74,400.51,4.23,2.394385
14:46,404.62,400.4,4.22,2.389381
14:47,404.58,400.43,4.15,2.34957
14:48,404.7,400.45,4.25,2.406066
14:49,404.66,400.45,4.21,2.383421
14:50,404.74,400.5,4.24,2.400105
14:51,404.66,400.44,4.22,2.389142
14:52,404.72,400.46,4.26,2.411668
14:53,404.72,400.48,4.24,2.400225
14:54,404.66,400.43,4.23,2.394863
14:55,404.64,400.4,4.24,2.400705
14:56,404.62,400.4,4.22,2.389381
14:57,404.64,400.4,4.24,2.400705
14:58,404.7,400.4,4.3,2.434677
14:59,404.9,400.38,4.52,2.55937
15:00,404.9,400.43,4.47,2.530742
15:01,,400.52,,
15:02,,400.5,,
15:03,,400.38,,
15:04,,400.3,,
15:05,,400.39,,
15:06,,400.49,,
15:07,,400.5,,
15:08,,400.55,,
15:09,,400.55,,
15:10,,400.7,,
15:11,,400.76,,
15:12,,400.75,,
